en,meaning_en,meaning_ja,meaning_zh,meaning_fr,meaning_de,meaning_es,meaning_it,meaning_pt,meaning_ru,meaning_ar,meaning_hi
all-nighter,"Activity lasting through the night.","徹夜; 夜通し続く活動。","通宵; 持续整夜的活动。","Nuit blanche; activité qui dure toute la nuit.","Durchnacht; Aktivität, die die ganze Nacht dauert.","Desvelada; actividad que dura toda la noche.","Nottata; attività che dura tutta la notte.","Virada de noite; atividade que dura a noite toda.","Бессонная ночь; деятельность, длящаяся всю ночь.","سهر طوال الليل; نشاط يستمر طوال الليل.","रातभर जागना; रात भर चलने वाली गतिविधि।"
allegiance,"Loyalty; faithfulness; devotion.","忠誠; 忠誠心; 忠実さ; 献身。","忠诚; 忠实; 忠诚度; 奉献。","Allégeance; loyauté; fidélité; dévotion.","Treue; Loyalität; Ergebenheit; Hingabe.","Lealtad; fidelidad; lealtad; devoción.","Fedeltà; lealtà; fedeltà; devozione.","Lealdade; fidelidade; lealdade; devoção.","Верность; лояльность; преданность; приверженность.","ولاء; إخلاص; وفاء; تفان.","निष्ठा; वफादारी; निष्ठा; भक्ति।"
allergy,"Hypersensitive reaction to substance.","アレルギー; 物質に対する過敏反応。","过敏; 对物质的过敏反应。","Allergie; réaction hypersensible à une substance.","Allergie; überempfindliche Reaktion auf eine Substanz.","Alergia; reacción hipersensible a una sustancia.","Allergia; reazione ipersensibile a una sostanza.","Alergia; reação hipersensível a uma substância.","Аллергия; сверхчувствительная реакция на вещество.","حساسية; رد فعل مفرط الحساسية لمادة.","एलर्जी; पदार्थ के प्रति अतिसंवेदनशील प्रतिक्रिया।"
alliance,"Union; partnership; coalition; agreement.","同盟; 連合; パートナーシップ; 連立; 合意。","联盟; 联合; 伙伴关系; 联合; 协议。","Alliance; union; partenariat; coalition; accord.","Allianz; Vereinigung; Partnerschaft; Koalition; Vereinbarung.","Alianza; unión; asociación; coalición; acuerdo.","Alleanza; unione; partnership; coalizione; accordo.","Aliança; união; parceria; coalizão; acordo.","Альянс; союз; партнёрство; коалиция; соглашение.","تحالف; اتحاد; شراكة; ائتلاف; اتفاق.","गठबंधन; संघ; साझेदारी; गठबंधन; समझौता।"
alligator,"Large reptile found in swamps.","ワニ; 沼地で見つかる大型爬虫類。","鳄鱼; 在沼泽中发现的大型爬行动物。","Alligator; grand reptile trouvé dans les marécages.","Alligator; großes Reptil, das in Sümpfen vorkommt.","Caimán; gran reptil encontrado en pantanos.","Alligatore; grande rettile trovato nelle paludi.","Jacaré; grande réptil encontrado em pântanos.","Аллигатор; крупная рептилия, встречающаяся в болотах.","تمساح; زاحف كبير يوجد في المستنقعات.","मगरमच्छ; दलदली भूमि में पाया जाने वाला बड़ा सरीसृप।"
allocation,"Distribution; assignment; apportionment.","割り当て; 配分; 配布; 割り当て。","分配; 分配; 分配; 分摊。","Allocation; distribution; affectation; répartition.","Zuteilung; Verteilung; Zuordnung; Aufteilung.","Asignación; distribución; asignación; reparto.","Allocazione; distribuzione; assegnazione; ripartizione.","Alocação; distribuição; atribuição; repartição.","Размещение; распределение; назначение; выделение.","تخصيص; توزيع; تخصيص; تقسيم.","आवंटन; वितरण; सौंपना; बंटवारा।"
allotment,"Portion assigned; small garden plot.","割り当て; 割り当てられた部分; 小さな庭の区画。","分配; 分配的部分; 小花园地块。","Allocation; portion assignée; petit terrain de jardin.","Zuteilung; zugeteilter Anteil; kleiner Gartenparzelle.","Asignación; porción asignada; pequeña parcela de jardín.","Assegnazione; porzione assegnata; piccolo orto.","Loteamento; porção atribuída; pequena parcela de jardim.","Надел; назначенная часть; небольшой садовый участок.","حصة; جزء مخصص; قطعة حديقة صغيرة.","आवंटन; सौंपा गया हिस्सा; छोटा बगीचा भूखंड।"
allowance,"Money given regularly; permitted amount.","手当; 定期的に与えられるお金; 許可された金額。","津贴; 定期给予的钱; 允许的金额。","Allocation; argent donné régulièrement; montant autorisé.","Zuschuss; regelmäßig gegebenes Geld; erlaubter Betrag.","Asignación; dinero dado regularmente; cantidad permitida.","Indennità; denaro dato regolarmente; importo consentito.","Mesada; dinheiro dado regularmente; quantia permitida.","Пособие; деньги, выдаваемые регулярно; разрешённая сумма.","بدل; أموال تعطى بانتظام; مبلغ مسموح.","भत्ता; नियमित रूप से दिया जाने वाला पैसा; अनुमतित राशि।"
alloy,"Metal made by combining two or more metals.","合金; 二つ以上の金属を組み合わせて作られた金属。","合金; 通过结合两种或多种金属制成的金属。","Alliage; métal fait en combinant deux ou plusieurs métaux.","Legierung; Metall, das durch Kombination von zwei oder mehr Metallen hergestellt wird.","Aleación; metal hecho combinando dos o más metales.","Lega; metallo fatto combinando due o più metalli.","Liga; metal feito pela combinação de dois ou mais metais.","Сплав; металл, изготовленный путём соединения двух или более металлов.","سبيكة; معدن مصنوع من دمج معدنين أو أكثر.","मिश्र धातु; दो या अधिक धातुओं को मिलाकर बनाई गई धातु।"
almond,"Edible seed; oval-shaped nut from almond tree.","アーモンド; 食べられる種子; アーモンドの木からの楕円形のナッツ。","杏仁; 可食用的种子; 杏树的椭圆形坚果。","Amande; graine comestible; noix ovale de l'amandier.","Mandel; essbare Samen; ovale Nuss vom Mandelbaum.","Almendra; semilla comestible; nuez ovalada del almendro.","Mandorla; seme commestibile; noce ovale del mandorlo.","Amêndoa; semente comestível; noz oval da amendoeira.","Миндаль; съедобное семя; овальный орех с миндального дерева.","لوز; بذرة صالحة للأكل; جوز بيضاوي من شجرة اللوز.","बादाम; खाने योग्य बीज; बादाम के पेड़ का अंडाकार नट।"
alphabet,"Set of letters used in writing system.","アルファベット; 文字体系で使用される文字の集合。","字母表; 书写系统中使用的字母集合。","Alphabet; ensemble de lettres utilisées dans un système d'écriture.","Alphabet; Satz von Buchstaben, die in einem Schreibsystem verwendet werden.","Alfabeto; conjunto de letras usadas en un sistema de escritura.","Alfabeto; insieme di lettere usate in un sistema di scrittura.","Alfabeto; conjunto de letras usadas num sistema de escrita.","Алфавит; набор букв, используемых в системе письма.","أبجدية; مجموعة من الحروف المستخدمة في نظام الكتابة.","वर्णमाला; लेखन प्रणाली में प्रयोग किए जाने वाले अक्षरों का समूह।"
altitude,"Height above sea level or ground level.","高度; 海面または地面からの高さ。","高度; 海平面或地面以上的高度。","Altitude; hauteur au-dessus du niveau de la mer ou du sol.","Höhe; Höhe über dem Meeresspiegel oder Bodenniveau.","Altitud; altura sobre el nivel del mar o del suelo.","Altitudine; altezza sopra il livello del mare o del suolo.","Altitude; altura acima do nível do mar ou do solo.","Высота; высота над уровнем моря или земли.","ارتفاع; الارتفاع فوق مستوى سطح البحر أو الأرض.","ऊंचाई; समुद्र तल या जमीनी स्तर से ऊंचाई।"
