en	lang	example_translation
export	ja	
export	zh	
exposition	de	
exposition	fr	
exposition	es	
exposition	it	
exposition	pt	
exposition	ru	
exposition	ar	
exposition	hi	
exposition	ja	
exposition	zh	
exposure	de	
exposure	fr	
exposure	es	
exposure	it	
exposure	pt	
exposure	ru	
exposure	ar	
exposure	hi	
exposure	ja	
exposure	zh	
express	de	
express	fr	
express	es	
express	it	
express	pt	
express	ru	
express	ar	
express	hi	
express	ja	
express	zh	
expression	de	
expression	fr	
expression	es	
expression	it	
expression	pt	
expression	ru	
expression	ar	
expression	hi	
expression	ja	
expression	zh	
extension	de	
extension	fr	
extension	es	
extension	it	
extension	pt	
extension	ru	
extension	ar	
extension	hi	
extension	ja	
extension	zh	
extent	de	
extent	fr	
extent	es	
extent	it	
extent	pt	
extent	ru	
extent	ar	
extent	hi	
extent	ja	
extent	zh	
exterior	de	
exterior	fr	
exterior	es	
exterior	it	
exterior	pt	
exterior	ru	
exterior	ar	
exterior	hi	
exterior	ja	
exterior	zh	
extinction	de	
extinction	fr	
extinction	es	
extinction	it	
extinction	pt	
extinction	ru	
extinction	ar	
extinction	hi	
extinction	ja	
extinction	zh	
extract	de	
extract	fr	
extract	es	
extract	it	
extract	pt	
extract	ru	
extract	ar	
extract	hi	
extract	ja	
extract	zh	
extraction	de	
extraction	fr	
extraction	es	
extraction	it	
extraction	pt	
extraction	ru	
extraction	ar	
extraction	hi	
extraction	ja	
extraction	zh	
extravagance	de	
extravagance	fr	
extravagance	es	
extravagance	it	
extravagance	pt	
extravagance	ru	
extravagance	ar	
extravagance	hi	
extravagance	ja	
extravagance	zh	
extreme	de	
extreme	fr	
extreme	es	
extreme	it	
extreme	pt	
extreme	ru	
extreme	ar	
extreme	hi	
extreme	ja	
extreme	zh	
extremist	de	
extremist	fr	
extremist	es	
extremist	it	
extremist	pt	
extremist	ru	
extremist	ar	
extremist	hi	
extremist	ja	
extremist	zh	
eye	de	
eye	fr	
eye	es	
eye	it	
eye	pt	
eye	ru	
eye	ar	
eye	hi	
eye	ja	
eye	zh	
fable	de	
fable	fr	
fable	es	
fable	it	
fable	pt	
fable	ru	
fable	ar	
fable	hi	
fable	ja	
fable	zh	
fabric	de	
fabric	fr	
fabric	es	
fabric	it	
fabric	pt	
fabric	ru	
fabric	ar	
fabric	hi	
fabric	ja	
fabric	zh	
face	de	
face	fr	
face	es	
face	it	
face	pt	
face	ru	
face	ar	
face	hi	
face	ja	
face	zh	
facility	de	
facility	fr	
facility	es	
facility	it	
facility	pt	
facility	ru	
facility	ar	
facility	hi	
facility	ja	
facility	zh	
facing	de	
facing	fr	
facing	es	
facing	it	
facing	pt	
facing	ru	
facing	ar	
facing	hi	
facing	ja	
facing	zh	
facsimile	de	
facsimile	fr	
facsimile	es	
facsimile	it	
facsimile	pt	
facsimile	ru	
facsimile	ar	
facsimile	hi	
facsimile	ja	
facsimile	zh	
fact	de	
fact	fr	
fact	es	
fact	it	
fact	pt	
fact	ru	
fact	ar	
fact	hi	
fact	ja	
fact	zh	
faction	de	
faction	fr	
faction	es	
faction	it	
faction	pt	
faction	ru	
faction	ar	
faction	hi	
faction	ja	
faction	zh	
factor	de	
factor	fr	
factor	es	
factor	it	
factor	pt	
factor	ru	
factor	ar	
factor	hi	
factor	ja	
factor	zh	
factory	de	
factory	fr	
factory	es	
factory	it	
factory	pt	
factory	ru	
factory	ar	
factory	hi	
factory	ja	
factory	zh	
failure	de	
failure	fr	
failure	es	
failure	it	
failure	pt	
failure	ru	
failure	ar	
failure	hi	
failure	ja	
failure	zh	
fair	de	
fair	fr	
fair	es	
fair	it	
fair	pt	
fair	ru	
fair	ar	
fair	hi	
fair	ja	
fair	zh	
fairness	de	
fairness	fr	
fairness	es	
fairness	it	
fairness	pt	
fairness	ru	
fairness	ar	
fairness	hi	
fairness	ja	
fairness	zh	
fairy	de	
fairy	fr	
fairy	es	
fairy	it	
fairy	pt	
fairy	ru	
fairy	ar	
fairy	hi	
fairy	ja	
fairy	zh	
faith	de	
faith	fr	
faith	es	
faith	it	
faith	pt	
faith	ru	
faith	ar	
faith	hi	
faith	ja	
faith	zh	
fake	de	
fake	fr	
fake	es	
fake	it	
fake	pt	
fake	ru	
fake	ar	
fake	hi	
fake	ja	
fake	zh	
falcon	de	
falcon	fr	
falcon	es	
falcon	it	
falcon	pt	
falcon	ru	
falcon	ar	
falcon	hi	
falcon	ja	
falcon	zh	
fall	de	
fall	fr	
fall	es	
fall	it	
fall	pt	
fall	ru	
fall	ar	
fall	hi	
fall	ja	
fall	zh	
falsehood	de	
falsehood	fr	
falsehood	es	
falsehood	it	
falsehood	pt	
falsehood	ru	
falsehood	ar	
falsehood	hi	
falsehood	ja	
falsehood	zh	
fame	de	
fame	fr	
fame	es	
fame	it	
fame	pt	
fame	ru	
fame	ar	
fame	hi	
fame	ja	
fame	zh	
familiarity	de	
familiarity	fr	
familiarity	es	
familiarity	it	
familiarity	pt	
familiarity	ru	
familiarity	ar	
familiarity	hi	
familiarity	ja	
familiarity	zh	
family	de	
family	fr	
family	es	
family	it	
family	pt	
family	ru	
family	ar	
family	hi	
family	ja	
family	zh	
famine	de	
famine	fr	
famine	es	
famine	it	
famine	pt	
famine	ru	
famine	ar	
famine	hi	
famine	ja	
famine	zh	
fan	de	
fan	fr	
fan	es	
fan	it	
fan	pt	
fan	ru	
fan	ar	
fan	hi	
fan	ja	
fan	zh	
fancy	de	
fancy	fr	
fancy	es	
fancy	it	
fancy	pt	
fancy	ru	
fancy	ar	
fancy	hi	
fancy	ja	
fancy	zh	
fantasy	de	
fantasy	fr	
fantasy	es	
fantasy	it	
fantasy	pt	
fantasy	ru	
fantasy	ar	
fantasy	hi	
fantasy	ja	
fantasy	zh	
fare	de	
fare	fr	
fare	es	
fare	it	
fare	pt	
fare	ru	
fare	ar	
fare	hi	
fare	ja	
fare	zh	
farewell	de	
farewell	fr	
farewell	es	
farewell	it	
farewell	pt	
farewell	ru	
farewell	ar	
farewell	hi	
farewell	ja	
farewell	zh	
farm	de	
farm	fr	
farm	es	
farm	it	
farm	pt	
farm	ru	
farm	ar	
farm	hi	
farm	ja	
farm	zh	
farmer	de	
farmer	fr	
farmer	es	
farmer	it	
farmer	pt	
farmer	ru	
farmer	ar	
farmer	hi	
farmer	ja	
farmer	zh	
farmhand	de	
farmhand	fr	
farmhand	es	
farmhand	it	
farmhand	pt	
farmhand	ru	
farmhand	ar	
farmhand	hi	
farmhand	ja	
farmhand	zh	
farmhouse	de	
farmhouse	fr	
farmhouse	es	
farmhouse	it	
farmhouse	pt	
farmhouse	ru	
farmhouse	ar	
farmhouse	hi	
farmhouse	ja	
farmhouse	zh	
farming	de	
farming	fr	
farming	es	
farming	it	
farming	pt	
farming	ru	
farming	ar	
farming	hi	
farming	ja	
farming	zh	
farmland	de	
farmland	fr	
farmland	es	
farmland	it	
farmland	pt	
farmland	ru	
farmland	ar	
farmland	hi	
farmland	ja	
farmland	zh	
fascination	de	
fascination	fr	
fascination	es	
fascination	it	
fascination	pt	
fascination	ru	
fascination	ar	
fascination	hi	
fascination	ja	
fascination	zh	
fascism	de	
fascism	fr	
fascism	es	
fascism	it	
fascism	pt	
fascism	ru	
fascism	ar	
fascism	hi	
fascism	ja	
fascism	zh	
fashion	de	
fashion	fr	
fashion	es	
fashion	it	
fashion	pt	
fashion	ru	
fashion	ar	
fashion	hi	
fashion	ja	
fashion	zh	
fat	de	
fat	fr	
fat	es	
fat	it	
fat	pt	
fat	ru	
fat	ar	
fat	hi	
fat	ja	
fat	zh	
fatality	de	
fatality	fr	
fatality	es	
fatality	it	
fatality	pt	
fatality	ru	
fatality	ar	
fatality	hi	
fatality	ja	
fatality	zh	
fate	de	
fate	fr	
fate	es	
fate	it	
fate	pt	
fate	ru	
fate	ar	
fate	hi	
fate	ja	
fate	zh	
father	de	
father	fr	
father	es	
father	it	
father	pt	
father	ru	
father	ar	
father	hi	
father	ja	
father	zh	
fatigue	de	
fatigue	fr	
fatigue	es	
fatigue	it	
fatigue	pt	
fatigue	ru	
fatigue	ar	
fatigue	hi	
fatigue	ja	
fatigue	zh	
fault	de	
fault	fr	
fault	es	
fault	it	
fault	pt	
fault	ru	
fault	ar	
fault	hi	
fault	ja	
fault	zh	
favor	de	
favor	fr	
favor	es	
favor	it	
favor	pt	
favor	ru	
favor	ar	
favor	hi	
favor	ja	
favor	zh	
favorite	de	
favorite	fr	
favorite	es	
favorite	it	
favorite	pt	
favorite	ru	
favorite	ar	
favorite	hi	
favorite	ja	
favorite	zh	
fear	de	
fear	fr	
fear	es	
fear	it	
fear	pt	
fear	ru	
fear	ar	
fear	hi	
fear	ja	
fear	zh	
feast	de	
feast	fr	
feast	es	
feast	it	
feast	pt	
feast	ru	
feast	ar	
feast	hi	
feast	ja	
feast	zh	
feather	de	
feather	fr	
feather	es	
feather	it	
feather	pt	
feather	ru	
feather	ar	
feather	hi	
feather	ja	
feather	zh	
feature	de	
feature	fr	
feature	es	
feature	it	
feature	pt	
feature	ru	
feature	ar	
feature	hi	
feature	ja	
feature	zh	
February	de	Der kalte Februar brachte Schnee und Eis.
February	fr	Le froid février a apporté de la neige et de la glace.
February	es	El frío febrero trajo nieve y hielo.
February	it	Il freddo febbraio ha portato neve e ghiaccio.
February	pt	O frio fevereiro trouxe neve e gelo.
February	ru	Холодный февраль принёс снег и лёд.
February	ar	جلب فبراير البارد الثلج والجليد.
February	hi	ठंडी फरवरी ने बर्फ और बर्फबारी लाई।
February	ja	寒い2月は雪と氷をもたらしました。
February	zh	寒冷的二月带来了雪和冰。
federation	de	
federation	fr	
federation	es	
federation	it	
federation	pt	
federation	ru	
federation	ar	
federation	hi	
federation	ja	
federation	zh	
fee	de	
fee	fr	
fee	es	
fee	it	
fee	pt	
fee	ru	
fee	ar	
fee	hi	
fee	ja	
fee	zh	
feed	de	
feed	fr	
feed	es	
feed	it	
feed	pt	
feed	ru	
feed	ar	
feed	hi	
feed	ja	
feed	zh	
feedback	de	
feedback	fr	
feedback	es	
feedback	it	
feedback	pt	
feedback	ru	
feedback	ar	
feedback	hi	
feedback	ja	
feedback	zh	
feel	de	
feel	fr	
feel	es	
feel	it	
feel	pt	
feel	ru	
feel	ar	
feel	hi	
feel	ja	
feel	zh	
feeling	de	
feeling	fr	
feeling	es	
feeling	it	
feeling	pt	
feeling	ru	
feeling	ar	
feeling	hi	
feeling	ja	
feeling	zh	
fellow	de	
fellow	fr	
fellow	es	
fellow	it	
fellow	pt	
fellow	ru	
fellow	ar	
fellow	hi	
fellow	ja	
fellow	zh	
fellowship	de	
fellowship	fr	
fellowship	es	
fellowship	it	
fellowship	pt	
fellowship	ru	
fellowship	ar	
fellowship	hi	
fellowship	ja	
fellowship	zh	
felony	de	
felony	fr	
felony	es	
felony	it	
felony	pt	
felony	ru	
felony	ar	
felony	hi	
felony	ja	
felony	zh	
fence	de	
fence	fr	
fence	es	
fence	it	
fence	pt	
fence	ru	
fence	ar	
fence	hi	
fence	ja	
fence	zh	
ferment	de	
ferment	fr	
ferment	es	
ferment	it	
ferment	pt	
ferment	ru	
ferment	ar	
ferment	hi	
ferment	ja	
ferment	zh	
fern	de	
fern	fr	
fern	es	
fern	it	
fern	pt	
fern	ru	
fern	ar	
fern	hi	
fern	ja	
fern	zh	
fertilizer	de	
fertilizer	fr	
fertilizer	es	
fertilizer	it	
fertilizer	pt	
fertilizer	ru	
fertilizer	ar	
fertilizer	hi	
fertilizer	ja	
fertilizer	zh	
festival	de	
festival	fr	
festival	es	
festival	it	
festival	pt	
festival	ru	
festival	ar	
festival	hi	
festival	ja	
festival	zh	
festivity	de	
festivity	fr	
festivity	es	
festivity	it	
festivity	pt	
festivity	ru	
festivity	ar	
festivity	hi	
festivity	ja	
festivity	zh	
fever	de	
fever	fr	
fever	es	
fever	it	
fever	pt	
fever	ru	
fever	ar	
fever	hi	
fever	ja	
fever	zh	
fiber	de	
fiber	fr	
fiber	es	
fiber	it	
fiber	pt	
fiber	ru	
fiber	ar	
fiber	hi	
fiber	ja	
fiber	zh	
fiction	de	
fiction	fr	
fiction	es	
fiction	it	
fiction	pt	
fiction	ru	
fiction	ar	
fiction	hi	
fiction	ja	
fiction	zh	
fidelity	de	
fidelity	fr	
fidelity	es	
fidelity	it	
fidelity	pt	
fidelity	ru	
fidelity	ar	
fidelity	hi	
fidelity	ja	
fidelity	zh	
field	de	
field	fr	
field	es	
field	it	
field	pt	
field	ru	
field	ar	
field	hi	
field	ja	
field	zh	
fifteen	de	
fifteen	fr	
fifteen	es	
fifteen	it	
fifteen	pt	
fifteen	ru	
fifteen	ar	
fifteen	hi	
fifteen	ja	
fifteen	zh	
fifteenth	de	
fifteenth	fr	
fifteenth	es	
fifteenth	it	
fifteenth	pt	
fifteenth	ru	
fifteenth	ar	
fifteenth	hi	
fifteenth	ja	
fifteenth	zh	
fifth	de	
fifth	fr	
fifth	es	
fifth	it	
fifth	pt	
fifth	ru	
fifth	ar	
fifth	hi	
fifth	ja	
fifth	zh	
fiftieth	de	
fiftieth	fr	
fiftieth	es	
fiftieth	it	
fiftieth	pt	
fiftieth	ru	
fiftieth	ar	
fiftieth	hi	
fiftieth	ja	
fiftieth	zh	
fifty	de	
fifty	fr	
fifty	es	
fifty	it	
fifty	pt	
fifty	ru	
fifty	ar	
fifty	hi	
fifty	ja	
fifty	zh	
fig	de	
fig	fr	
fig	es	
fig	it	
fig	pt	
fig	ru	
fig	ar	
fig	hi	
fig	ja	
fig	zh	
fight	de	
fight	fr	
fight	es	
fight	it	
fight	pt	
fight	ru	
fight	ar	
fight	hi	
fight	ja	
fight	zh	
fighter	de	
fighter	fr	
fighter	es	
fighter	it	
fighter	pt	
fighter	ru	
fighter	ar	
fighter	hi	
fighter	ja	
fighter	zh	
figure	de	
figure	fr	
figure	es	
figure	it	
figure	pt	
figure	ru	
figure	ar	
figure	hi	
figure	ja	
figure	zh	
fill	de	
fill	fr	
fill	es	
fill	it	
fill	pt	
fill	ru	
fill	ar	
fill	hi	
fill	ja	
fill	zh	
film	de	
film	fr	
film	es	
film	it	
film	pt	
film	ru	
film	ar	
film	hi	
film	ja	
film	zh	
finance	de	
finance	fr	
finance	es	
finance	it	
finance	pt	
finance	ru	
finance	ar	
finance	hi	
finance	ja	
finance	zh	
fine	de	
fine	fr	
fine	es	
fine	it	
fine	pt	
fine	ru	
fine	ar	
fine	hi	
fine	ja	
fine	zh	
finger	de	
finger	fr	
finger	es	
finger	it	
finger	pt	
finger	ru	
finger	ar	
finger	hi	
finger	ja	
finger	zh	
finish	de	
finish	fr	
finish	es	
finish	it	
finish	pt	
finish	ru	
finish	ar	
finish	hi	
finish	ja	
finish	zh	
fir	de	
fir	fr	
fir	es	
fir	it	
fir	pt	
fir	ru	
fir	ar	
fir	hi	
fir	ja	
fir	zh	
fire	de	
fire	fr	
fire	es	
fire	it	
fire	pt	
fire	ru	
fire	ar	
fire	hi	
fire	ja	
fire	zh	
firework	de	
firework	fr	
firework	es	
firework	it	
firework	pt	
firework	ru	
firework	ar	
firework	hi	
firework	ja	
firework	zh	
firm	de	
firm	fr	
firm	es	
firm	it	
firm	pt	
firm	ru	
firm	ar	
firm	hi	
firm	ja	
firm	zh	
first	de	
first	fr	
first	es	
first	it	
first	pt	
first	ru	
first	ar	
first	hi	
first	ja	
first	zh	
fish	de	
fish	fr	
fish	es	
fish	it	
fish	pt	
fish	ru	
fish	ar	
fish	hi	
fish	ja	
fish	zh	
fishery	de	
fishery	fr	
fishery	es	
fishery	it	
fishery	pt	
fishery	ru	
fishery	ar	
fishery	hi	
fishery	ja	
fishery	zh	
fishing	de	
fishing	fr	
fishing	es	
fishing	it	
fishing	pt	
fishing	ru	
fishing	ar	
fishing	hi	
fishing	ja	
fishing	zh	
fist	de	
fist	fr	
fist	es	
fist	it	
fist	pt	
fist	ru	
fist	ar	
fist	hi	
fist	ja	
fist	zh	
fit	de	
fit	fr	
fit	es	
fit	it	
fit	pt	
fit	ru	
fit	ar	
fit	hi	
fit	ja	
fit	zh	
fitness	de	
fitness	fr	
fitness	es	
fitness	it	
fitness	pt	
fitness	ru	
fitness	ar	
fitness	hi	
fitness	ja	
fitness	zh	
five	de	
five	fr	
five	es	
five	it	
five	pt	
five	ru	
five	ar	
five	hi	
five	ja	
five	zh	
fix	de	
fix	fr	
fix	es	
fix	it	
fix	pt	
fix	ru	
fix	ar	
fix	hi	
fix	ja	
fix	zh	
flag	de	
flag	fr	
flag	es	
flag	it	
flag	pt	
flag	ru	
flag	ar	
flag	hi	
flag	ja	
flag	zh	
flair	de	
flair	fr	
flair	es	
flair	it	
flair	pt	
flair	ru	
flair	ar	
flair	hi	
flair	ja	
flair	zh	
flame	de	
flame	fr	
flame	es	
flame	it	
flame	pt	
flame	ru	
flame	ar	
flame	hi	
flame	ja	
flame	zh	
flap	de	
flap	fr	
flap	es	
flap	it	
flap	pt	
flap	ru	
flap	ar	
flap	hi	
flap	ja	
flap	zh	
flare	de	
flare	fr	
flare	es	
flare	it	
flare	pt	
flare	ru	
flare	ar	
flare	hi	
flare	ja	
flare	zh	
flash	de	
flash	fr	
flash	es	
flash	it	
flash	pt	
flash	ru	
flash	ar	
flash	hi	
flash	ja	
flash	zh	
flat	de	
flat	fr	
flat	es	
flat	it	
flat	pt	
flat	ru	
flat	ar	
flat	hi	
flat	ja	
flat	zh	
flavor	de	
flavor	fr	
flavor	es	
flavor	it	
flavor	pt	
flavor	ru	
flavor	ar	
flavor	hi	
flavor	ja	
flavor	zh	
flavoring	de	
flavoring	fr	
flavoring	es	
flavoring	it	
flavoring	pt	
flavoring	ru	
flavoring	ar	
flavoring	hi	
flavoring	ja	
flavoring	zh	
flea	de	
flea	fr	
flea	es	
flea	it	
flea	pt	
flea	ru	
flea	ar	
flea	hi	
flea	ja	
flea	zh	
flesh	de	
flesh	fr	
flesh	es	
flesh	it	
flesh	pt	
flesh	ru	
flesh	ar	
flesh	hi	
flesh	ja	
flesh	zh	
flextime	de	
flextime	fr	
flextime	es	
flextime	it	
flextime	pt	
flextime	ru	
flextime	ar	
flextime	hi	
flextime	ja	
flextime	zh	
flick	de	
flick	fr	
flick	es	
flick	it	
flick	pt	
flick	ru	
flick	ar	
flick	hi	
flick	ja	
flick	zh	
flicker	de	
flicker	fr	
flicker	es	
flicker	it	
flicker	pt	
flicker	ru	
flicker	ar	
flicker	hi	
flicker	ja	
flicker	zh	
flight	de	
flight	fr	
flight	es	
flight	it	
flight	pt	
flight	ru	
flight	ar	
flight	hi	
flight	ja	
flight	zh	
fling	de	
fling	fr	
fling	es	
fling	it	
fling	pt	
fling	ru	
fling	ar	
fling	hi	
fling	ja	
fling	zh	
flint	de	
flint	fr	
flint	es	
flint	it	
flint	pt	
flint	ru	
flint	ar	
flint	hi	
flint	ja	
flint	zh	
flock	de	
flock	fr	
flock	es	
flock	it	
flock	pt	
flock	ru	
flock	ar	
flock	hi	
flock	ja	
flock	zh	
flood	de	
flood	fr	
flood	es	
flood	it	
flood	pt	
flood	ru	
flood	ar	
flood	hi	
flood	ja	
flood	zh	
floor	de	
floor	fr	
floor	es	
floor	it	
floor	pt	
floor	ru	
floor	ar	
floor	hi	
floor	ja	
floor	zh	
flop	de	
flop	fr	
flop	es	
flop	it	
flop	pt	
flop	ru	
flop	ar	
flop	hi	
flop	ja	
flop	zh	
flour	de	
flour	fr	
flour	es	
flour	it	
flour	pt	
flour	ru	
flour	ar	
flour	hi	
flour	ja	
flour	zh	
flow	de	
flow	fr	
flow	es	
flow	it	
flow	pt	
flow	ru	
flow	ar	
flow	hi	
flow	ja	
flow	zh	
flower	de	
flower	fr	
flower	es	
flower	it	
flower	pt	
flower	ru	
flower	ar	
flower	hi	
flower	ja	
flower	zh	
fluid	de	
fluid	fr	
fluid	es	
fluid	it	
fluid	pt	
fluid	ru	
fluid	ar	
fluid	hi	
fluid	ja	
fluid	zh	
flurry	de	
flurry	fr	
flurry	es	
flurry	it	
flurry	pt	
flurry	ru	
flurry	ar	
flurry	hi	
flurry	ja	
flurry	zh	
flush	de	
flush	fr	
flush	es	
flush	it	
flush	pt	
flush	ru	
flush	ar	
flush	hi	
flush	ja	
flush	zh	
flute	de	
flute	fr	
flute	es	
flute	it	
flute	pt	
flute	ru	
flute	ar	
flute	hi	
flute	ja	
flute	zh	
flutter	de	
flutter	fr	
flutter	es	
flutter	it	
flutter	pt	
flutter	ru	
flutter	ar	
flutter	hi	
flutter	ja	
flutter	zh	
flux	de	
flux	fr	
flux	es	
flux	it	
flux	pt	
flux	ru	
flux	ar	
flux	hi	
flux	ja	
flux	zh	
fly	de	
fly	fr	
fly	es	
fly	it	
fly	pt	
fly	ru	
fly	ar	
fly	hi	
fly	ja	
fly	zh	
focus	de	
focus	fr	
focus	es	
focus	it	
focus	pt	
focus	ru	
focus	ar	
focus	hi	
focus	ja	
focus	zh	
fodder	de	
fodder	fr	
fodder	es	
fodder	it	
fodder	pt	
fodder	ru	
fodder	ar	
fodder	hi	
fodder	ja	
fodder	zh	
fog	de	
fog	fr	
fog	es	
fog	it	
fog	pt	
fog	ru	
fog	ar	
fog	hi	
fog	ja	
fog	zh	
foil	de	
foil	fr	
foil	es	
foil	it	
foil	pt	
foil	ru	
foil	ar	
foil	hi	
foil	ja	
foil	zh	
fold	de	
fold	fr	
fold	es	
fold	it	
fold	pt	
fold	ru	
fold	ar	
fold	hi	
fold	ja	
fold	zh	
folk	de	
folk	fr	
folk	es	
folk	it	
folk	pt	
folk	ru	
folk	ar	
folk	hi	
folk	ja	
folk	zh	
folly	de	
folly	fr	
folly	es	
folly	it	
folly	pt	
folly	ru	
folly	ar	
folly	hi	
folly	ja	
folly	zh	
food	de	
food	fr	
food	es	
food	it	
food	pt	
food	ru	
food	ar	
food	hi	
food	ja	
food	zh	
fool	de	
fool	fr	
fool	es	
fool	it	
fool	pt	
fool	ru	
fool	ar	
fool	hi	
fool	ja	
fool	zh	
foot	de	
