en	meaning_en	meaning_ja	meaning_zh	meaning_fr	meaning_de	meaning_es	meaning_it	meaning_pt	meaning_ru	meaning_ar	meaning_hi
dancer	Person who performs dance.	ダンサー; 踊りを演じる人。	舞蹈家; 表演舞蹈的人。	Danseur; personne qui exécute la danse.	Tänzer; Person, die tanzt.	Bailarin; persona que ejecuta danza.	Danzatore; persona che esegue la danza.	Dançarino; pessoa que executa dança.	Танцор; человек, исполняющий танец.	راقص; شخص يؤدي الرقص.	नर्तक; नृत्य करने वाला व्यक्ति।
dandelion	Yellow weed flower.	タンポポ; 黄色い雑草の花。	蒲公英; 黄色的杂草花。	Pissenlit; fleur jaune de mauvaise herbe.	Löwenzahn; gelbe Unkrautblüte.	Diente de león; flor amarilla de hierba mala.	Tarassaco; fiore giallo di erbaccia.	Dente-de-leão; flor amarela de erva daninha.	Одуванчик; жёлтый сорняковый цветок.	هندباء; زهرة حشائش صفراء.	सिंहपर्णी; पीला खरपतवार फूल।
danger	Risk; threat; hazard; peril.	危険; リスク; 脅威; 危機。	危险; 风险; 威胁; 危难。	Danger; risque; menace; péril.	Gefahr; Risiko; Bedrohung; Gefahr.	Peligro; riesgo; amenaza; peligro.	Pericolo; rischio; minaccia; pericolo.	Perigo; risco; ameaça; perigo.	Опасность; риск; угроза; опасность.	خطر; مخاطرة; تهديد; بلاء.	खतरा; जोखिम; खतरा; संकट।
dare	Challenge; bold act; to have courage to do something.	挑戦; 大胆な行為; 何かをする勇気を持つこと。	挑战; 大胆的行为; 有勇气做某事。	Défi; acte audacieux; avoir le courage de faire quelque chose.	Herausforderung; kühne Tat; den Mut haben, etwas zu tun.	Desafío; acto audaz; tener valor de hacer algo.	Sfida; atto audace; avere il coraggio di fare qualcosa.	Desafio; ato ousado; ter coragem de fazer algo.	Вызов; смелый поступок; иметь мужество сделать что-то.	تحدي; عمل جريء; الجرأة على فعل شيء.	चुनौती; साहसिक कार्य; कुछ करने का साहस।
dark	Darkness; absence of light; night; evil.	闇; 光の不在; 夜; 悪。	黑暗; 缺乏光线; 夜晚; 邪恶。	Obscurité; absence de lumière; nuit; mal.	Dunkelheit; Lichtmangel; Nacht; Böse.	Oscuridad; ausencia de luz; noche; mal.	Buio; assenza di luce; notte; male.	Escuridão; ausência de luz; noite; mal.	Тьма; отсутствие света; ночь; зло.	ظلام; غياب الضوء; ليل; شر.	अंधकार; प्रकाश की अनुपस्थिति; रात; बुराई।
darkness	The absence of light.	闇; 光の不在。	黑暗; 光线的缺失。	Obscurité; l'absence de lumière.	Dunkelheit; die Abwesenheit von Licht.	Oscuridad; la ausencia de luz.	Buio; l'assenza di luce.	Escuridão; a ausência de luz.	Тьма; отсутствие света.	ظلام; غياب الضوء.	अंधकार; प्रकाश की अनुपस्थिति।
darling	A beloved person; someone cherished and dear to another.	愛しい人; 大切にされた人; 他の人にとって愛しい人。	爱人; 被珍爱的人; 对别人来说特别珍贵的人。	Chéri; personne aimée; quelqu'un de chéri et cher à un autre.	Liebling; geliebte Person; jemand, der geschätzt und einem anderen lieb ist.	Querido; persona amada; alguien querido y estimado por otro.	Caro; persona amata; qualcuno caro e prezioso per un altro.	Querido; pessoa amada; alguém querido e caro para outro.	Дорогой; любимый человек; кто-то дорогой другому.	حبيب; شخص محبوب; شخص عزيز على آخر.	प्यारा; प्रिय व्यक्ति; कोई जो दूसरे के लिए प्यारा है।
dart	Pointed missile; quick movement.	ダーツ; 尖った投げ物; 素早い動き。	飞镶; 尖头投射物; 快速运动。	Fléchette; projectile pointu; mouvement rapide.	Pfeil; spitzer Wurfgegenstand; schnelle Bewegung.	Dardo; proyectil puntiagudo; movimiento rápido.	Dardo; proiettile appuntito; movimento veloce.	Dardo; projétil pontiagudo; movimento rápido.	Дартс; острый снаряд; быстрое движение.	سهم; قذيفة مدببة; حركة سريعة.	बाण; नुकीली मिसाइल; तेज गति।
dash	Run quickly; punctuation mark.	ダッシュ; 素早く走る; 句読点。	冲刺; 快速奔跑; 标点符号。	Élan; courir rapidement; signe de ponctuation.	Sprint; schnell laufen; Satzzeichen.	Carrera; correr rápidamente; signo de puntuación.	Scatto; correre velocemente; segno di punteggiatura.	Corrida; correr rapidamente; sinal de pontuação.	Рывок; быстро бежать; знак препинания.	عدو; الجري بسرعة; علامة ترقيم.	दौड़; जल्दी दौड़ना; विराम चिह्न।
data	Facts and statistics collected for analysis.	データ; 分析のために収集された事実と統計。	数据; 为分析而收集的事实和统计。	Données; faits et statistiques collectés pour analyse.	Daten; Fakten und Statistiken für die Analyse gesammelt.	Datos; hechos y estadísticas recopilados para análisis.	Dati; fatti e statistiche raccolti per l'analisi.	Dados; fatos e estatísticas coletados para análise.	Данные; факты и статистика, собранные для анализа.	بيانات; حقائق وإحصائيات تم جمعها للتحليل.	डाटा; विश्लेषण के लिए संग्रहीत तथ्य और आंकड़े।
database	A structured set of data.	データベース; 構造化されたデータの集合。	数据库; 结构化的数据集。	Base de données; ensemble structuré de données.	Datenbank; strukturierte Sammlung von Daten.	Base de datos; conjunto estructurado de datos.	Database; insieme strutturato di dati.	Banco de dados; conjunto estruturado de dados.	База данных; структурированная совокупность данных.	قاعدة بيانات; مجموعة منظمة من البيانات.	डेटाबेस; व्यवस्थित डाटा का समूह।
date	Time; appointment; fruit; romance.	日付; 時間; 約束; 果物; ロマンス。	日期; 时间; 约会; 果实; 浪漫。	Date; heure; rendez-vous; fruit; romance.	Datum; Zeit; Termin; Frucht; Romanze.	Fecha; tiempo; cita; fruta; romance.	Data; tempo; appuntamento; frutto; romanticismo.	Data; tempo; encontro; fruta; romance.	Дата; время; назначение; фрукт; романс.	تاريخ; وقت; موعد; ثمرة; رومانسية.	तारीख; समय; मिलने का वेद; फल; प्रेम।
daughter	Female child; girl; offspring; descendant.	娘; 女の子; 子孫; 後裔。	女儿; 女孩; 后代; 子孙。	Fille; enfant féminin; descendance; descendant.	Tochter; weibliches Kind; Nachkomme; Nachkomme.	Hija; niña; descendencia; descendiente.	Figlia; bambina; discendenza; discendente.	Filha; menina; descendência; descendente.	Дочь; девочка; потомство; потомок.	ابنة; فتاة; نسل; نازل.	बेटी; लड़की; संतान; वंशज।
dawn	Daybreak; sunrise; beginning; early morning.	夜明け; 日の出; 始まり; 早朝。	黎明; 日出; 开始; 清晨。	Aube; lever du soleil; commencement; petit matin.	Morgengrauen; Sonnenaufgang; Beginn; früher Morgen.	Amanecer; salida del sol; comienzo; madrugada.	Alba; alba; inizio; primo mattino.	Alvorada; nascer do sol; começo; madrugada.	Рассвет; восход солнца; начало; раннее утро.	فجر; شروق الشمس; بداية; الصباح الباكر.	भोर; सूर्योदय; शुरुआत; प्रभात।
day	Day; daytime; period; era.	日; 日中; 期間; 時代。	天; 白天; 时期; 时代。	Jour; journée; période; ère.	Tag; Tageszeit; Zeitraum; Ära.	Día; día; período; era.	Giorno; giornata; periodo; era.	Dia; dia; período; era.	День; днёвное время; период; эпоха.	يوم; نهار; فترة; عصر.	दिन; दिन का समय; अवधि; युग।
daybreak	Time when day begins.	夜明け; 日が始まる時。	破晓; 开始新一天的时间。	Aube; moment où commence le jour.	Tagesanbruch; Zeit, wenn der Tag beginnt.	Amanecer; momento cuando comienza el día.	Alba; momento in cui inizia il giorno.	Alvorada; momento em que o dia começa.	Рассвет; время, когда начинается день.	الفجر; وقت بداية اليوم.	भोर; दिन शुरू होने का समय।
daylight	Light from sun during day.	日光; 日中の太陽からの光。	日光; 白天太阳的光。	Lumière du jour; lumière du soleil pendant la journée.	Tageslicht; Licht der Sonne während des Tages.	Luz del día; luz del sol durante el día.	Luce del giorno; luce del sole durante il giorno.	Luz do dia; luz do sol durante o dia.	Дневной свет; свет солнца в течение дня.	ضوء النهار; ضوء الشمس أثناء اليوم.	दिन का प्रकाश; दिन में सूर्य से आने वाला प्रकाश।
daytime	Period of daylight.	日中; 日光のある時間。	白天; 有日光的时间。	Journée; période de lumière du jour.	Tageszeit; Zeit des Tageslichts.	Día; período de luz diurna.	Giorno; periodo di luce diurna.	Dia; período de luz do dia.	Днёвное время; период дневного света.	وقت النهار; فترة ضوء النهار.	दिन का समय; दिन के प्रकाश की अवधि।
daze	State of confusion.	無気力状態; 混乱状態。	迷惑状态; 困惑的状态。	État de confusion; état de confusion.	Benommenheit; Zustand der Verwirrung.	Aturdimiento; estado de confusión.	Stordimento; stato di confusione.	Aturdimento; estado de confusão.	Ошеломленность; состояние замешательства.	حالة ارتباك; حالة من الحيرة.	भ्रम की स्थिति; असमंजस की स्थिति।
dazzle	Blind with bright light.	眩しさ; 明るい光で目をくらませること。	眩目; 用明亮的光使眼睛致盲。	Éblouissement; aveugler avec une lumière vive.	Blendung; mit hellem Licht blenden.	Deslumbramiento; cegar con luz brillante.	Abbagliamento; accecare con luce intensa.	Ofuscamento; cegar com luz brilhante.	Ослепление; ослеплять ярким светом.	بهر; إعماء بضوء ساطع.	आँखों में चौंध; तेज प्रकाश से अंधा करना।
