en	translation	gender	meaning_translation
slam	golpe	m	Fuerte ruido causado por el cierre contundente de algo
slant	inclinación	f	Posición o dirección inclinada
slash	corte	m	Corte hecho con un golpe amplio y barredor
slate	pizarra	f	Roca metamórfica de grano fino de color gris
slaughter	matanza	f	Matanza de animales para alimento
slaughterhouse	matadero	m	Lugar donde se sacrifican animales para alimento
slave	esclavo	m	Persona que es propiedad legal de otra
slavery	esclavitud	f	Estado de ser esclavo
sleep	sueño	m	Condición del cuerpo y la mente que típicamente ocurre durante la noche
sleeve	manga	f	Parte de una prenda que cubre el brazo de una persona
sling	cabestrillo	m	Correa o cinturón flexible usado para sostener un peso
slip	desliz	m	Acto de deslizarse involuntariamente por una corta distancia
slob	dejado	m	Persona que es perezosa y tiene bajos estándares de limpieza
slogan	eslogan	m	Frase corta y llamativa o memorable usada en publicidad
slope	pendiente	f	Superficie cuyo extremo está a un nivel más alto que otro
slowdown	desaceleración	f	Acto de desacelerar
slug	babosa	f	Molusco terrestre de piel dura que típicamente carece de concha
slum	barrio	m	Calle o distrito urbano superpoblado y miserable
slumber	sueño	m	Sueño de duración o tipo especificado
slump	caída	f	Caída repentina y severa en el precio o valor de algo
smack	golpe	m	Golpe o bofetada aguda
small	región lumbar	f	Parte estrecha y delgada de algo, particularmente entre los hombros y la cintura
smart	dolor	m	Dolor punzante agudo
smell	olfato	m	Facultad o poder de percibir olores por medio de los órganos en la nariz
smile	sonrisa	f	Expresión facial complacida con las comisuras de la boca hacia arriba
smoke	humo	m	Suspensión visible de carbón u otras partículas en el aire
smoking	tabaquismo	m	Acción o hábito de inhalar y exhalar humo de tabaco
smooth	suavidad	f	Proceso de suavizado o nivelación
smother	sofocación	f	Masa de algo que sofoca u oscurece
snail	caracol	m	Molusco con una sola concha espiral
snake	serpiente	f	Reptil largo sin extremidades que no tiene párpados
snap	chasquido	m	Sonido o movimiento repentino y agudo
snarl	enredo	m	Acto o sonido de gruñir
snow	nieve	f	Vapor de agua atmosférico congelado en cristales de hielo
snowboarding	snowboard	m	Deporte o actividad de deslizarse cuesta abajo sobre nieve en una tabla
snowstorm	tormenta	f	Caída intensa de nieve
snuff	rapé	m	Tabaco en polvo que se aspira por la nariz
snug	rincón	m	Sala pequeña y acogedora en un bar o taberna
soap	jabón	m	Sustancia usada con agua para lavar y limpiar
soccer	fútbol	m	Forma de fútbol jugada por dos equipos de once jugadores
socialism	socialismo	m	Teoría política y económica de organización social
socialist	socialista	m	Persona que defiende o practica el socialismo
society	sociedad	f	Agregado de personas que viven juntas en una comunidad organizada
socioeconomics	socioeconomía	f	Estudio de la relación entre actividad económica y vida social
sock	calcetín	m	Prenda para el pie y la parte inferior de la pierna
soda	gaseosa	f	Agua carbonatada
sodium	sodio	m	Elemento químico de número atómico 11
sofa	sofá	m	Asiento largo tapizado con respaldo y brazos
soil	tierra	f	Capa superior de tierra en la que crecen las plantas
soldier	soldado	m	Persona que sirve en un ejército
sole	suela	f	Parte inferior del pie de una persona
solicitor	abogado	m	Miembro de la profesión legal calificado para tratar con transferencias
solid	sólido	m	Sustancia u objeto que es firme y estable en forma
solitary	solitario	m	Recluso o ermitaño
solitude	soledad	f	Estado o situación de estar solo
solution	solución	f	Medio de resolver un problema
son	hijo	m	Niño o hombre en relación con sus padres
song	canción	f	Poema corto u otro conjunto de palabras puesto en música
sorrow	tristeza	f	Sentimiento de profunda angustia causado por pérdida
sort	tipo	m	Categoría de cosas o personas que tienen alguna característica común
soul	alma	f	Parte espiritual o inmaterial de un ser humano
sound	sonido	m	Vibraciones que viajan por el aire y pueden ser escuchadas
soup	sopa	f	Plato líquido hecho hirviendo carne, pescado o vegetales
sour	cóctel agrio	m	Bebida hecha con licores, jugo de limón y azúcar
source	fuente	f	Lugar, persona o cosa de la cual algo proviene
south	sur	m	Dirección hacia el punto del horizonte 90 grados en sentido horario desde el este
southeast	sureste	m	Dirección hacia el punto del horizonte a mitad de camino entre sur y este
southward	sur	m	Dirección o región hacia el sur
southwest	suroeste	m	Dirección hacia el punto del horizonte a mitad de camino entre sur y oeste
sovereignty	soberanía	f	Poder o autoridad suprema
soviet	soviet	m	Consejo local, de distrito o nacional elegido
soybean	soja	f	Planta de la familia del guisante cultivada por sus frijoles comestibles
space	espacio	m	Área o extensión continua que está libre, disponible o desocupada
spacecraft	nave	f	Vehículo usado para viajar en el espacio
spaceship	astronave	f	Nave espacial, especialmente una controlada por una tripulación
spade	pala	f	Herramienta con hoja de metal de borde afilado y mango largo
spaghetti	espagueti	m	Pasta hecha en cuerdas sólidas
span	extensión	f	Extensión completa de algo de extremo a extremo
Spanish	español	m	Lengua romance de la mayor parte de España
spark	chispa	f	Pequeña partícula ardiente arrojada desde un fuego
sparrow	gorrión	m	Pequeño pájaro del Viejo Mundo parecido a un pinzón
spasm	espasmo	m	Contracción muscular involuntaria repentina
speaker	orador	m	Persona que habla
specialist	especialista	m	Persona que se concentra principalmente en un tema o actividad particular
specialty	especialidad	f	Actividad, área de estudio o habilidad en la que alguien es experto
species	especie	f	Grupo de organismos vivos que consisten en individuos similares
specific	específico	m	Medicina o remedio efectivo para tratar una enfermedad particular
specification	especificación	f	Acto de describir o identificar algo con precisión
spectacle	espectáculo	m	Actuación o exhibición visualmente impactante
spectator	espectador	m	Persona que observa en un espectáculo, juego u otro evento
speculation	especulación	f	Formación de una teoría sin evidencia firme
speech	discurso	m	Expresión o capacidad de expresar pensamientos mediante sonidos articulados
speed	velocidad	f	Tasa a la que alguien o algo puede moverse u operar
spell	hechizo	m	Forma de palabras usada como encantamiento mágico
spelling	ortografía	f	Proceso o actividad de escribir o nombrar las letras de una palabra
sperm	esperma	m	Célula reproductiva masculina
spice	especia	f	Sustancia vegetal aromática o picante usada para dar sabor a la comida
spider	araña	f	Arácnido depredador de ocho patas con cuerpo no segmentado
spill	derrame	m	Cantidad de líquido que se ha derramado
spin	giro	m	Movimiento de giro o rotación rápido
spinach	espinaca	f	Planta asiática comestible ampliamente cultivada con hojas verde oscuro
spirit	espíritu	m	Parte no física de una persona que es sede de emociones
spit	asador	m	Vara de metal larga y delgada empujada a través de carne
split	división	f	Desgarro, grieta o fisura en algo
spoil	botín	m	Bienes robados o tomados por la fuerza de una persona o lugar
spokesperson	portavoz	m	Persona que hace declaraciones en nombre de un grupo
sponge	esponja	f	Invertebrado acuático sedentario primitivo con cuerpo suave y poroso
sponsor	patrocinador	m	Persona u organización que proporciona fondos para un proyecto
spoon	cuchara	f	Implemento que consiste en un recipiente pequeño y poco profundo con mango largo
sport	deporte	m	Actividad que involucra esfuerzo físico y habilidad
sporting	deportivo	m	Evento deportivo importante
spot	lugar	m	Marca o mancha redonda o redondeada
spotlight	foco	m	Lámpara que proyecta un haz de luz estrecho e intenso
sprawl	expansión	f	Posición descuidada en la que brazos y piernas están extendidos
spray	rocío	m	Líquido que es soplado o impulsado por el aire en forma de gotas diminutas
spread	extensión	f	Hecho o proceso de extenderse sobre un área
spring	manantial	m	Lugar donde el agua brota de una fuente subterránea
springtime	primavera	f	Estación de la primavera
sprout	brote	m	Brote de una planta
spy	espía	m	Persona que secretamente recopila e informa información
squadron	escuadrón	m	Unidad operacional en una fuerza aérea
square	plaza	f	Figura plana con cuatro lados rectos iguales
squash	calabaza	f	Estado de estar apretado o forzado en un espacio pequeño
squat	sentadilla	f	Posición o postura de cuclillas
squeak	chirrido	m	Sonido o grito corto y agudo
squeeze	apretón	m	Acto de presionar algo con los dedos o brazos
squid	calamar	m	Molusco cefalópodo alargado de natación rápida
squirrel	ardilla	f	Roedor ágil que habita en árboles con cola tupida
stack	pila	f	Montón de objetos, típicamente uno ordenado de manera prolija
stadium	estadio	m	Terreno atlético o deportivo grande con gradas para espectadores
staff	personal	m	Todas las personas empleadas por una organización particular
stage	escenario	m	Punto, período o paso en un proceso o desarrollo
stagger	tambaleo	m	Caminar o movimiento inestable
stagnation	estancamiento	m	Estado de no fluir o moverse
stain	mancha	f	Parche coloreado o marca sucia difícil de eliminar
stair	escalón	m	Cada uno de un conjunto de escalones fijos
stake	estaca	f	Poste fuerte de madera o metal con punta en un extremo
stalk	tallo	m	Tallo principal de una planta herbácea
stall	puesto	m	Soporte, cabina o compartimento para la venta de bienes
stamp	sello	m	Pequeña pieza adhesiva de papel que registra el pago de franqueo
stand	postura	f	Actitud hacia un tema particular
standing	posición	f	Posición, estatus o reputación
star	estrella	f	Punto luminoso fijo en el cielo nocturno
starch	almidón	m	Sustancia blanca inodora e insípida que ocurre ampliamente en tejido vegetal
start	comienzo	m	Punto en el tiempo o espacio en el cual algo tiene su origen
start-up	empresa	f	Negocio recientemente establecido
starvation	inanición	f	Sufrimiento o muerte causados por falta de alimento
state	estado	m	Condición particular en la que alguien o algo se encuentra
statement	declaración	f	Expresión definida o clara de algo en habla o escritura
station	estación	f	Lugar de parada regular en una ruta de transporte público
statistics	estadística	f	Práctica o ciencia de recopilar y analizar datos numéricos
statue	estatua	f	Figura tallada o fundida de una persona o animal
status	estatus	m	Posición social, profesional o de otro tipo relativa de alguien
stay	estancia	f	Período de permanencia en algún lugar
steak	bistec	m	Rebanada de carne cortada de la parte carnosa de una res
steal	ganga	f	Una oferta o compra ventajosa
steam	vapor	m	Vapor en el que se convierte el agua cuando se calienta
steep	pendiente	f	Pendiente de montaña que sube en ángulo pronunciado
stem	tallo	m	Cuerpo principal o tallo de una planta o arbusto
step	paso	m	Acto o movimiento de poner una pierna delante de la otra al caminar o correr
stereo	estéreo	m	Sistema de sonido diseñado para reproducir grabaciones a través de dos o más canales separados
stew	guiso	m	Plato de carne y verduras cocinadas lentamente en líquido en una cazuela cerrada
stick	palo	m	Pieza delgada de madera que ha caído o ha sido cortada de un árbol
